飞机地址码,数据来源,航班号,飞机注册号,航向,经度,维度,垂直加速度,地速,高度,接收机位置,未知 
780787,CHAir,ZH9561,B-5607,73.141602,108.187164,29.914307,0,830,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,98.733688,123.921036,41.435257,721,646,4183,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498230,41.647385,0,3,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,268.660858,103.875984,24.594772,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.733688,123.923866,41.434937,721,646,4206,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498260,41.647388,0,3,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.187164,29.914307,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,268.660858,103.862671,24.594479,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.708832,123.923866,41.434937,721,648,4229,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498245,41.647396,0,3,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.187164,29.914307,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,268.660858,103.862671,24.594479,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618134,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.141602,108.212914,29.921080,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,268.660858,103.862671,24.594479,0,713,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,98.684113,123.923866,41.434937,760,650,4251,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498291,41.647415,0,4,0,ZYTX,ZYTX
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618134,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.141602,108.212914,29.921080,0,830,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,98.684113,123.923866,41.434937,799,650,4274,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498322,41.647438,0,5,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,268.809601,103.849686,24.594177,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.659538,123.943443,41.432648,799,651,4320,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498344,41.647453,0,5,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,269.255951,103.844536,24.594107,0,713,9174,ZPPP,ZPPP
780787,CHAir,ZH9561,B-5607,73.141602,108.224113,29.924057,0,830,7498,CKGCH1,CKGCH1
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.820381,123.947563,41.432190,741,652,4343,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498352,41.647461,0,5,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.229118,29.925385,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,269.404724,103.844536,24.594107,-19,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.770767,123.950562,41.431824,624,655,4358,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498352,41.647461,0,6,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.231438,29.925980,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,270.148804,103.837074,24.594131,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.746162,123.952736,41.431587,585,657,4381,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498444,41.647518,0,7,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.238953,29.927969,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,270.744049,103.832565,24.594152,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.721695,123.958984,41.430817,507,659,4396,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498444,41.647518,0,8,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.240105,29.928268,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,270.744049,103.827766,24.594269,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.831284,123.963600,41.430283,468,663,4419,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498444,41.647518,0,8,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.246254,29.929878,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,271.636597,103.826759,24.594294,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.141602,108.249695,29.930786,0,830,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,98.758217,123.967880,41.429817,448,668,4434,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498444,41.647518,0,12,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,272.528320,103.821411,24.594498,0,713,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.890427,123.973473,41.429123,468,671,4450,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498444,41.647518,0,12,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.249695,29.930786,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,273.122131,103.817749,24.594681,0,714,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237236,45.618134,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.866051,123.978035,41.428608,487,672,4472,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498444,41.647518,0,12,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.019363,108.249695,29.930786,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,273.715271,103.812096,24.595037,0,714,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237236,45.618134,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,98.817711,123.981400,41.428207,526,676,4488,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498749,41.647728,0,14,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,274.307648,103.810219,24.595184,0,715,9174,ZPPP,ZPPP
780787,CHAir,ZH9561,B-5607,73.141602,108.262680,29.934254,0,830,7498,CKGCH1,CKGCH1
780666,HRB,ZH9433,B-6691,25.312500,126.237236,45.618134,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,99.102623,123.985703,41.427704,546,678,4511,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,47.812500,123.498863,41.647797,0,17,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.262680,29.934254,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,274.603516,103.805305,24.595549,0,715,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237236,45.618134,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,99.845825,123.991196,41.426971,526,682,4526,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,45.000000,123.498917,41.647842,0,18,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.262680,29.934254,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,275.489502,103.800179,24.596016,0,716,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237236,45.618134,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,100.457565,123.993446,41.426651,526,683,4549,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,45.000000,123.498917,41.647842,0,18,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.262680,29.934254,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,276.078705,103.800179,24.596016,0,717,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,102.461754,123.997002,41.426094,507,686,4564,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,45.000000,123.498917,41.647842,0,18,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,276.389313,103.796333,24.596420,0,715,9174,ZPPP,ZPPP
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,104.633827,124.004494,41.424545,565,689,4587,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,11.250000,123.499084,41.648064,0,21,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,277.565308,103.789497,24.597179,0,717,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,108.047821,124.005753,41.424278,682,693,4602,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,357.187500,123.499077,41.648243,0,21,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,277.711914,103.784836,24.597784,0,717,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,109.160172,124.013351,41.422230,721,694,4640,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,343.125000,123.499023,41.648369,0,21,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,278.297150,103.782867,24.598063,0,718,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,111.574608,124.016479,41.421295,760,695,4655,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,331.875000,123.498962,41.648438,0,21,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,278.903473,103.777786,24.598808,0,717,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,115.338936,124.021019,41.419670,858,696,4686,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,323.437500,123.498848,41.648544,0,22,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,279.195251,103.772812,24.599552,0,718,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,117.928970,124.021019,41.419670,897,695,4724,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,320.625000,123.498825,41.648563,0,22,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,279.777405,103.768768,24.600266,0,719,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,119.291359,124.028404,41.416626,936,696,4754,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,320.625000,123.498688,41.648693,0,22,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,280.673981,103.768768,24.600266,0,719,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,122.086029,124.033409,41.414268,955,697,4792,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.498581,41.648781,0,23,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,281.252228,103.768768,24.600266,0,721,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237228,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,126.139282,124.035454,41.413101,897,697,4815,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.498489,41.648849,0,23,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.141602,108.282547,29.939484,0,830,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,282.146088,103.758896,24.602051,0,721,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,127.448013,124.041321,41.409622,858,697,4853,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.498444,41.648891,0,23,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,282.752136,103.756744,24.602486,0,721,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,131.671356,124.044075,41.407890,799,699,4884,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.498276,41.649033,0,24,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,283.038666,103.749542,24.604019,0,722,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,134.250381,124.048424,41.404633,741,700,4914,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.498177,41.649113,0,24,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,283.644287,103.749542,24.604019,0,722,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,136.923386,124.051750,41.401886,702,702,4937,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.498047,41.649216,0,22,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,284.213959,103.741875,24.605791,0,724,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,137.990341,124.051750,41.401886,682,702,4960,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,317.812500,123.497971,41.649277,0,19,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,284.818146,103.739128,24.606489,19,724,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,141.927216,124.057686,41.396347,682,705,4991,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,309.375000,123.497879,41.649334,0,17,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,285.422180,103.737030,24.606995,0,724,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,143.220383,124.060234,41.393555,702,705,5013,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,295.312500,123.497780,41.649357,0,16,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,285.704224,103.730164,24.608816,0,725,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,148.520538,124.060234,41.393555,721,705,5036,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,281.250000,123.497719,41.649364,0,16,0,ZYTX,ZYTX
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780250,CapitalAir,ZH9921,B-6153,286.629120,103.726433,24.609840,19,724,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,149.732742,124.060234,41.393555,702,705,5036,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,258.750000,123.497543,41.649342,0,15,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,287.231812,103.726433,24.609840,19,725,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,152.360352,124.060234,41.393555,702,706,5090,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,236.250000,123.497543,41.649342,0,15,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,288.111755,103.719833,24.611755,19,726,9174,ZPPP,ZPPP
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,155.046600,124.067932,41.383347,682,706,5105,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497406,41.649250,0,15,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,288.434937,103.719833,24.611755,19,726,9182,ZPPP,ZPPP
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618168,0,0,0,HRB,HRB
780787,CHAir,ZH9561,B-5607,73.104454,108.282547,29.939484,0,828,7498,CKGCH1,CKGCH1
780570,SYAirport,ZH9850,B-6570,157.807877,124.070786,41.378006,682,706,5135,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497406,41.649250,0,10,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,289.173004,103.719833,24.611755,19,727,9182,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.571793,112.666893,22.411285,526,656,8442,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237213,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,160.660202,124.071899,41.375565,702,704,5166,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497330,41.649193,0,5,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,289.771454,103.719833,24.611755,19,728,9182,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.456528,112.666893,22.411285,546,657,8442,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237213,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,163.474197,124.073547,41.371445,702,703,5189,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,1,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,290.692413,103.719833,24.611755,0,728,9182,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.456528,112.666893,22.411285,565,657,8442,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237213,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,166.293045,124.074341,41.369160,682,703,5204,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,290.964447,103.719833,24.611755,0,729,9182,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.456528,112.633865,22.381105,565,657,8618,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237213,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,169.045944,124.075401,41.364876,663,701,5234,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,291.882324,103.696167,24.619757,19,730,9182,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.571793,112.633865,22.381105,565,656,8618,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237213,45.618153,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,170.438339,124.076218,41.360222,643,702,5257,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780250,CapitalAir,ZH9921,B-6153,292.530396,103.694199,24.620502,0,729,9182,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.571793,112.633865,22.381105,565,656,8641,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237221,45.618145,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,174.545319,124.076660,41.356659,585,701,5273,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.571793,112.633865,22.381105,565,656,8641,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,177.273682,124.076714,41.355705,546,700,5295,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.571793,112.633865,22.381105,565,656,8641,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,178.639664,124.076714,41.350540,526,702,5303,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.571793,112.621201,22.369560,565,656,8694,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,182.726318,124.076714,41.350540,448,700,5318,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.571793,112.621201,22.369560,565,656,8694,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,186.842773,124.075905,41.342999,390,699,5334,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,468,660,8694,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,188.194260,124.075684,41.342010,448,701,5349,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,468,660,8694,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,190.862549,124.074646,41.337433,292,697,5356,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.724426,103.669632,24.630697,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,195.040024,124.072937,41.332352,214,692,5364,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,296.047729,103.663330,24.633499,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,196.389542,124.072937,41.332352,195,689,5372,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,296.047729,103.663330,24.633499,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,199.217102,124.070313,41.326538,156,686,5379,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,296.047729,103.657822,24.635958,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,202.177017,124.069038,41.324284,117,681,5379,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.917664,103.655090,24.637207,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,204.950531,124.066101,41.319626,117,676,5387,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
